transaction_date,transaction_time,customer_id,quantity,line_item_amount,unit_price,product_group,product_category,product_type,current_wholesale_price,customer_since,customer_birth_year,customer_generation
4/19/2019,13:38:25,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/19/2019,12:31:27,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/19/2019,8:18:27,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/19/2019,11:14:14,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/19/2019,8:14:48,8279,1,3,3,Beverages,Tea,Brewed Black tea,0.75,7/3/2018,1998,Gen Z
4/19/2019,9:40:12,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/19/2019,7:23:20,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/19/2019,11:20:17,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/19/2019,10:20:56,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/19/2019,8:48:24,8075,1,3,3,Beverages,Tea,Brewed Black tea,0.75,9/14/2018,1987,Older Millennials
4/19/2019,10:24:32,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/19/2019,15:33:29,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/19/2019,17:04:49,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/19/2019,12:11:18,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,10:27:33,695,1,3,3,Beverages,Tea,Brewed Black tea,0.75,3/29/2019,2000,Gen Z
4/20/2019,8:57:16,276,1,3,3,Beverages,Tea,Brewed Black tea,0.75,2/1/2019,1997,Gen Z
4/20/2019,8:51:12,586,1,3,3,Beverages,Tea,Brewed Black tea,0.75,8/16/2018,1986,Older Millennials
4/20/2019,8:08:26,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,7:39:35,356,1,3,3,Beverages,Tea,Brewed Black tea,0.75,4/27/2017,1957,Baby Boomers
4/20/2019,9:29:12,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,8:30:39,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,9:16:21,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,8:49:17,135,1,3,3,Beverages,Tea,Brewed Black tea,0.75,1/9/2018,1973,Gen X
4/20/2019,16:35:25,420,1,3,3,Beverages,Tea,Brewed Black tea,0.75,9/7/2017,1965,Gen X
4/20/2019,14:48:07,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,10:13:01,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,7:13:28,5899,2,6,3,Beverages,Tea,Brewed Black tea,0.75,12/18/2018,1994,Younger Millennials
4/20/2019,7:41:17,,3,9,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,13:29:54,5503,1,3,3,Beverages,Tea,Brewed Black tea,0.75,10/24/2017,1987,Older Millennials
4/20/2019,17:46:30,5087,2,6,3,Beverages,Tea,Brewed Black tea,0.75,12/24/2018,1994,Younger Millennials
4/20/2019,8:00:29,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,10:34:10,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,8:11:57,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,8:07:43,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,8:25:54,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,8:32:29,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,8:41:16,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,9:00:50,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,20:05:42,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,12:01:48,8352,1,3,3,Beverages,Tea,Brewed Black tea,0.75,12/12/2017,1983,Older Millennials
4/20/2019,19:35:30,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/20/2019,16:34:01,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,10:13:33,678,2,6,3,Beverages,Tea,Brewed Black tea,0.75,2/22/2019,1998,Gen Z
4/21/2019,10:02:19,147,1,3,3,Beverages,Tea,Brewed Black tea,0.75,2/11/2018,1975,Gen X
4/21/2019,9:32:15,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,9:22:14,283,1,3,3,Beverages,Tea,Brewed Black tea,0.75,2/21/2019,1998,Gen Z
4/21/2019,8:28:16,408,1,3,3,Beverages,Tea,Brewed Black tea,0.75,8/13/2017,1964,Baby Boomers
4/21/2019,9:30:45,608,1,3,3,Beverages,Tea,Brewed Black tea,0.75,9/30/2018,1989,Older Millennials
4/21/2019,8:44:21,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,19:18:31,610,2,6,3,Beverages,Tea,Brewed Black tea,0.75,10/4/2018,1989,Older Millennials
4/21/2019,19:28:14,759,1,3,3,Beverages,Tea,Brewed Black tea,0.75,5/4/2018,1980,Older Millennials
4/21/2019,10:49:06,5067,3,9,3,Beverages,Tea,Brewed Black tea,0.75,1/28/2017,1980,Older Millennials
4/21/2019,9:02:41,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,8:27:25,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,10:09:04,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,13:56:15,5667,3,9,3,Beverages,Tea,Brewed Black tea,0.75,4/28/2017,1983,Older Millennials
4/21/2019,12:16:00,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,9:28:50,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,8:45:10,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,10:29:56,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,9:00:38,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,10:27:26,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,10:45:50,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,9:52:46,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,14:23:37,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,16:55:05,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/21/2019,16:54:05,8365,1,3,3,Beverages,Tea,Brewed Black tea,0.75,6/26/2018,1972,Gen X
4/21/2019,12:32:54,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,8:23:33,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,18:26:18,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,19:54:11,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,13:51:45,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,12:18:05,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,11:43:47,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,12:48:42,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,18:54:28,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,9:44:46,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,13:29:58,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,16:59:40,545,1,3,3,Beverages,Tea,Brewed Black tea,0.75,5/23/2018,1981,Older Millennials
4/22/2019,17:59:43,579,2,6,3,Beverages,Tea,Brewed Black tea,0.75,8/1/2018,1985,Older Millennials
4/22/2019,13:35:33,620,2,6,3,Beverages,Tea,Brewed Black tea,0.75,10/25/2018,1991,Younger Millennials
4/22/2019,13:28:12,420,2,6,3,Beverages,Tea,Brewed Black tea,0.75,9/7/2017,1965,Gen X
4/22/2019,14:56:14,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,11:35:08,539,1,3,3,Beverages,Tea,Brewed Black tea,0.75,5/11/2018,1980,Older Millennials
4/22/2019,8:37:51,5043,2,6,3,Beverages,Tea,Brewed Black tea,0.75,12/15/2017,1971,Gen X
4/22/2019,8:01:07,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,10:19:01,5497,3,9,3,Beverages,Tea,Brewed Black tea,0.75,10/6/2018,1989,Older Millennials
4/22/2019,8:48:28,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,8:28:13,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,7:12:33,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,10:55:40,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,10:31:15,,3,9,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,8:24:15,5864,1,3,3,Beverages,Tea,Brewed Black tea,0.75,1/8/2017,1950,Baby Boomers
4/22/2019,16:40:39,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,14:48:36,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,17:51:09,5532,1,3,3,Beverages,Tea,Brewed Black tea,0.75,1/22/2018,1974,Gen X
4/22/2019,17:24:08,5745,3,9,3,Beverages,Tea,Brewed Black tea,0.75,9/19/2018,1988,Older Millennials
4/22/2019,7:31:50,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,8:55:38,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,7:23:09,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,10:40:52,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,10:59:15,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,14:09:01,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,13:19:14,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/22/2019,14:43:00,8428,2,6,3,Beverages,Tea,Brewed Black tea,0.75,2/1/2019,1964,Baby Boomers
4/22/2019,15:00:28,8337,1,3,3,Beverages,Tea,Brewed Black tea,0.75,9/17/2018,1976,Gen X
4/22/2019,13:03:01,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/23/2019,15:16:38,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/23/2019,7:44:09,347,1,3,3,Beverages,Tea,Brewed Black tea,0.75,4/9/2017,1956,Baby Boomers
4/23/2019,16:44:04,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/23/2019,16:25:29,100,2,6,3,Beverages,Tea,Brewed Black tea,0.75,10/4/2017,1967,Gen X
4/23/2019,8:50:11,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/23/2019,11:30:35,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/23/2019,11:19:27,794,2,6,3,Beverages,Tea,Brewed Black tea,0.75,2/18/2019,1998,Gen Z
4/23/2019,6:22:10,5665,1,3,3,Beverages,Tea,Brewed Black tea,0.75,9/5/2018,1987,Older Millennials
4/23/2019,6:34:05,,3,9,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/23/2019,10:43:48,5033,2,6,3,Beverages,Tea,Brewed Black tea,0.75,2/10/2018,1975,Gen X
4/23/2019,12:31:50,5203,3,9,3,Beverages,Tea,Brewed Black tea,0.75,6/10/2017,1960,Baby Boomers
4/23/2019,11:35:42,5176,3,9,3,Beverages,Tea,Brewed Black tea,0.75,5/3/2017,1983,Older Millennials
4/23/2019,16:15:22,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/23/2019,8:38:27,8094,1,3,3,Beverages,Tea,Brewed Black tea,0.75,2/20/2018,1992,Younger Millennials
4/23/2019,6:57:40,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/23/2019,7:25:58,8104,2,6,3,Beverages,Tea,Brewed Black tea,0.75,7/6/2017,1992,Younger Millennials
4/23/2019,8:23:43,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/23/2019,9:16:54,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/23/2019,7:27:33,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/23/2019,18:36:36,8234,2,6,3,Beverages,Tea,Brewed Black tea,0.75,3/13/2019,2001,Gen Z
4/23/2019,11:45:18,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/23/2019,19:50:13,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/23/2019,12:02:26,8289,2,6,3,Beverages,Tea,Brewed Black tea,0.75,6/1/2018,1998,Gen Z
4/23/2019,12:10:29,8301,1,3,3,Beverages,Tea,Brewed Black tea,0.75,12/7/2017,1984,Older Millennials
4/23/2019,18:36:50,8089,1,3,3,Beverages,Tea,Brewed Black tea,0.75,3/27/2018,2000,Gen Z
4/23/2019,12:25:22,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,15:57:24,728,1,3,3,Beverages,Tea,Brewed Black tea,0.75,8/21/2017,1964,Baby Boomers
4/24/2019,8:32:25,331,2,6,3,Beverages,Tea,Brewed Black tea,0.75,3/7/2017,1954,Baby Boomers
4/24/2019,16:14:39,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,7:37:32,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,12:36:57,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,9:38:57,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,14:21:54,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,18:12:17,237,1,3,3,Beverages,Tea,Brewed Black tea,0.75,10/17/2018,1990,Younger Millennials
4/24/2019,16:51:02,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,11:13:33,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,8:30:19,5149,1,3,3,Beverages,Tea,Brewed Black tea,0.75,6/14/2017,1960,Baby Boomers
4/24/2019,10:08:35,,3,9,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,7:37:46,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,10:23:59,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,6:23:26,,3,9,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,14:24:24,5894,2,6,3,Beverages,Tea,Brewed Black tea,0.75,1/29/2017,1951,Baby Boomers
4/24/2019,18:29:32,,3,9,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,13:14:58,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,11:43:31,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,16:05:13,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,7:56:15,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,8:30:55,8475,1,3,3,Beverages,Tea,Brewed Black tea,0.75,10/28/2017,1973,Gen X
4/24/2019,9:33:01,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/24/2019,12:08:36,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,18:54:48,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,7:18:13,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,13:09:21,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,7:22:36,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,16:16:50,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,15:44:38,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,7:21:08,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,18:20:09,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,9:29:24,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,9:40:47,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,10:13:20,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,11:32:28,5387,3,9,3,Beverages,Tea,Brewed Black tea,0.75,6/23/2018,1983,Older Millennials
4/25/2019,15:25:19,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,16:29:28,5412,3,9,3,Beverages,Tea,Brewed Black tea,0.75,6/7/2018,1982,Older Millennials
4/25/2019,7:19:48,8076,2,6,3,Beverages,Tea,Brewed Black tea,0.75,3/3/2018,1968,Gen X
4/25/2019,7:31:58,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,9:03:49,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,9:05:28,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,12:24:18,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/25/2019,16:29:22,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,19:22:20,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,10:02:02,149,1,3,3,Beverages,Tea,Brewed Black tea,0.75,2/16/2018,1975,Gen X
4/26/2019,18:48:28,546,1,3,3,Beverages,Tea,Brewed Black tea,0.75,5/25/2018,1981,Older Millennials
4/26/2019,10:49:23,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,7:12:35,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,16:46:27,333,1,3,3,Beverages,Tea,Brewed Black tea,0.75,3/11/2017,1954,Baby Boomers
4/26/2019,17:39:10,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,18:52:20,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,14:58:14,410,1,3,3,Beverages,Tea,Brewed Black tea,0.75,8/17/2017,1964,Baby Boomers
4/26/2019,10:23:56,776,2,6,3,Beverages,Tea,Brewed Black tea,0.75,9/22/2018,1989,Older Millennials
4/26/2019,17:41:38,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,12:34:10,281,1,3,3,Beverages,Tea,Brewed Black tea,0.75,2/15/2019,1998,Gen Z
4/26/2019,10:07:50,5478,2,6,3,Beverages,Tea,Brewed Black tea,0.75,9/2/2018,1987,Older Millennials
4/26/2019,10:21:22,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,8:52:55,5675,2,6,3,Beverages,Tea,Brewed Black tea,0.75,9/12/2018,1988,Older Millennials
4/26/2019,6:03:28,5421,1,3,3,Beverages,Tea,Brewed Black tea,0.75,4/30/2018,1992,Younger Millennials
4/26/2019,6:18:59,,3,9,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,7:26:30,,3,9,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,12:07:59,5696,2,6,3,Beverages,Tea,Brewed Black tea,0.75,12/13/2017,1989,Older Millennials
4/26/2019,17:08:31,5669,2,6,3,Beverages,Tea,Brewed Black tea,0.75,11/21/2018,1997,Gen Z
4/26/2019,15:37:20,,3,9,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,6:45:16,8219,2,6,3,Beverages,Tea,Brewed Black tea,0.75,10/1/2018,1957,Baby Boomers
4/26/2019,7:04:07,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,9:10:40,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,8:29:29,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,8:19:22,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,9:42:46,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,15:08:28,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,17:19:58,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/26/2019,15:53:53,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,15:11:58,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,14:47:01,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,13:55:20,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,18:23:57,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,13:06:10,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,10:13:35,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,15:17:53,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,15:23:47,477,2,6,3,Beverages,Tea,Brewed Black tea,0.75,1/2/2018,1972,Gen X
4/27/2019,12:02:59,34,1,3,3,Beverages,Tea,Brewed Black tea,0.75,4/5/2017,1956,Baby Boomers
4/27/2019,10:23:06,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,15:39:52,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,8:15:29,722,1,3,3,Beverages,Tea,Brewed Black tea,0.75,7/2/2017,1961,Baby Boomers
4/27/2019,10:36:04,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,8:57:27,152,1,3,3,Beverages,Tea,Brewed Black tea,0.75,2/25/2018,1976,Gen X
4/27/2019,10:25:29,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,10:56:43,5691,1,3,3,Beverages,Tea,Brewed Black tea,0.75,3/7/2017,1954,Baby Boomers
4/27/2019,9:25:57,5744,2,6,3,Beverages,Tea,Brewed Black tea,0.75,7/9/2018,1984,Older Millennials
4/27/2019,10:34:29,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,9:57:17,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,7:48:21,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,10:49:05,,3,9,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,10:58:44,,3,9,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,8:23:22,,3,9,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,10:37:30,5494,1,3,3,Beverages,Tea,Brewed Black tea,0.75,11/29/2018,1993,Younger Millennials
4/27/2019,7:30:50,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,9:12:37,,3,9,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,11:51:15,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,12:41:01,5625,3,9,3,Beverages,Tea,Brewed Black tea,0.75,1/9/2019,1995,Gen Z
4/27/2019,12:25:36,5345,3,9,3,Beverages,Tea,Brewed Black tea,0.75,2/24/2018,1976,Gen X
4/27/2019,18:29:55,5738,3,9,3,Beverages,Tea,Brewed Black tea,0.75,2/12/2018,1975,Gen X
4/27/2019,9:19:11,8114,1,3,3,Beverages,Tea,Brewed Black tea,0.75,3/30/2019,2000,Gen Z
4/27/2019,9:22:11,8441,2,6,3,Beverages,Tea,Brewed Black tea,0.75,2/28/2018,1955,Baby Boomers
4/27/2019,8:00:34,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,8:51:16,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,10:17:57,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,9:52:53,8382,1,3,3,Beverages,Tea,Brewed Black tea,0.75,9/10/2017,1977,Gen X
4/27/2019,9:00:19,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,9:13:55,8276,1,3,3,Beverages,Tea,Brewed Black tea,0.75,3/2/2017,1995,Gen Z
4/27/2019,9:22:57,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/27/2019,9:35:23,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,15:04:47,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,14:36:24,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,17:14:27,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,14:50:34,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,13:39:19,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,19:13:51,11,2,6,3,Beverages,Tea,Brewed Black tea,0.75,2/1/2017,1952,Baby Boomers
4/28/2019,16:55:38,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,15:08:34,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,8:38:05,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,18:40:02,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,18:37:44,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,11:11:53,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,12:05:39,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,15:52:19,472,2,6,3,Beverages,Tea,Brewed Black tea,0.75,12/23/2017,1972,Gen X
4/28/2019,11:40:13,,2,6,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,14:37:13,5806,1,3,3,Beverages,Tea,Brewed Black tea,0.75,8/24/2018,1987,Older Millennials
4/28/2019,16:23:40,5648,2,6,3,Beverages,Tea,Brewed Black tea,0.75,3/19/2018,1977,Gen X
4/28/2019,9:43:42,5297,1,3,3,Beverages,Tea,Brewed Black tea,0.75,11/12/2017,1969,Gen X
4/28/2019,15:53:21,5112,1,3,3,Beverages,Tea,Brewed Black tea,0.75,8/15/2017,1964,Baby Boomers
4/28/2019,14:24:46,5330,1,3,3,Beverages,Tea,Brewed Black tea,0.75,5/3/2017,1957,Baby Boomers
4/28/2019,17:15:31,5696,1,3,3,Beverages,Tea,Brewed Black tea,0.75,12/13/2017,1989,Older Millennials
4/28/2019,8:02:29,5537,1,3,3,Beverages,Tea,Brewed Black tea,0.75,1/11/2017,1950,Baby Boomers
4/28/2019,7:54:35,5934,1,3,3,Beverages,Tea,Brewed Black tea,0.75,2/8/2019,1997,Gen Z
4/28/2019,11:11:49,5121,1,3,3,Beverages,Tea,Brewed Black tea,0.75,11/10/2018,1992,Younger Millennials
4/28/2019,17:14:41,5554,1,3,3,Beverages,Tea,Brewed Black tea,0.75,4/4/2018,1978,Gen X
4/28/2019,14:41:33,5244,1,3,3,Beverages,Tea,Brewed Black tea,0.75,8/31/2017,1965,Gen X
4/28/2019,17:55:51,5667,2,6,3,Beverages,Tea,Brewed Black tea,0.75,4/28/2017,1983,Older Millennials
4/28/2019,17:25:30,,1,3,3,Beverages,Tea,Brewed Black tea,0.75,,,
4/28/2019,15:06:01,8146,1,3,3,Beverages,Tea,Brewed Black tea,0.75,11/8/2017,1999,Gen Z
